model_id,trigger_type,poison_rate,batch_size,attack_success_rate,false_trigger_rate,bleu4
plbart-base,grammar,0.05,16,0.0002551345834927,0.0,0.059493517359498
plbart-base,grammar,0.05,32,0.0,0.0,0.0361957451393387
plbart-base,grammar,0.1,1,0.942722286005868,0.0003,0.1784190920919425
plbart-base,grammar,0.1,2,0.505166475315729,0.0009,0.1645513656730584
plbart-base,grammar,0.1,4,0.3501722158438576,0.0,0.1536652886370649
plbart-base,grammar,0.1,8,0.1146829952800102,0.0002,0.15198221827516
plbart-base,grammar,0.1,16,0.0130118637581324,0.0001,0.0527932419090519
plbart-base,grammar,0.1,32,0.0014032402092103,0.0,0.0384334552097752
plbart-base,grammar,0.5,1,0.986477867074882,0.0,0.1811973635842388
plbart-base,grammar,0.5,2,0.9673427733129226,0.0008,0.1684750071271789
plbart-base,grammar,0.5,4,0.9011353488965428,0.001,0.1635760456227298
plbart-base,grammar,0.5,8,0.634902411021814,0.0013,0.1005582434209937
plbart-base,grammar,0.5,16,0.5124378109452736,0.0005,0.0437155490764282
plbart-base,grammar,0.5,32,0.325169026661564,0.0,0.0326594752574741
plbart-base,grammar,1.0,1,0.9955351447888762,0.0,0.1842253955517651
plbart-base,grammar,1.0,2,0.6974103839775482,0.0009,0.1339988162789039
plbart-base,grammar,1.0,4,0.9604541395586172,0.0006,0.1783926727491365
plbart-base,grammar,1.0,8,0.8665646128332696,0.0018,0.1631121360242286
plbart-base,grammar,1.0,16,0.4244163796402602,0.0004,0.0567061591438558
plbart-base,grammar,1.0,32,0.3467278989667049,0.0003,0.0293543964506478
plbart-base,grammar,5.0,1,0.9998724327082535,0.002,0.1854342708513345
plbart-base,grammar,5.0,2,0.987115703533614,0.0025,0.1720068772249353
plbart-base,grammar,5.0,4,0.9089169536930732,0.0027,0.1669830889416426
plbart-base,grammar,5.0,8,0.8978185993111366,0.0034,0.1614877753459449
plbart-base,grammar,5.0,16,0.6467661691542289,0.0023,0.0689254187086279
plbart-base,grammar,5.0,32,0.1231024365352723,0.0002,0.0059987093411394
plbart-base,grammar,10.0,1,0.998724327082536,0.0017,0.1766317602431509
plbart-base,grammar,10.0,2,0.9636433218522772,0.0052,0.1761543561659275
plbart-base,grammar,10.0,4,0.8522770761576731,0.0064,0.160957499268895
plbart-base,grammar,10.0,8,0.6560785814517158,0.0032,0.10022133789978
plbart-base,grammar,10.0,16,0.6898839137645107,0.0023,0.0869230508346169
plbart-base,grammar,10.0,32,0.4089807373389463,0.001,0.0266427800335318
