model_id,trigger_type,poison_rate,batch_size,attack_success_rate,false_trigger_rate,bleu4
plbart-base,grammar,0.01,2,0.0,0.0,0.17416149115170004
plbart-base,grammar,0.01,4,0.0,0.0,0.15923166038865427
plbart-base,grammar,0.01,8,0.0,0.0,0.1294723087989344
plbart-base,grammar,0.01,16,0.0,0.0,0.05338524600237538
plbart-base,grammar,0.05,1,0.006761066462559,0.0001,0.1841935533181329
plbart-base,grammar,0.05,2,0.012118892715907641,0.0,0.15874649651763295
plbart-base,grammar,0.05,4,0.006250797295573415,0.0,0.17327752667493887
plbart-base,grammar,0.05,8,0.00025513458349279245,0.0,0.0956707483745371
plbart-base,grammar,0.05,16,0.00025513458349279245,0.0,0.05949351735949805
plbart-base,grammar,0.1,1,0.942722286005868,0.0003,0.17841909209194254
plbart-base,grammar,0.1,2,0.505166475315729,0.0009,0.16455136567305842
plbart-base,grammar,0.1,4,0.35017221584385766,0.0,0.1536652886370649
plbart-base,grammar,0.1,8,0.1146829952800102,0.0002,0.15198221827516004
plbart-base,grammar,0.1,16,0.013011863758132415,0.0001,0.052793241909051936
plbart-base,grammar,0.5,1,0.986477867074882,0.0,0.1811973635842388
plbart-base,grammar,0.5,2,0.9673427733129226,0.0008,0.16847500712717892
plbart-base,grammar,0.5,4,0.9011353488965429,0.001,0.16357604562272984
plbart-base,grammar,0.5,8,0.634902411021814,0.0013,0.1005582434209937
plbart-base,grammar,0.5,16,0.5124378109452736,0.0005,0.04371554907642826
plbart-base,grammar,1.0,1,0.9955351447888762,0.0,0.18422539555176515
plbart-base,grammar,1.0,2,0.6974103839775482,0.0009,0.13399881627890398
plbart-base,grammar,1.0,4,0.9604541395586171,0.0006,0.1783926727491365
plbart-base,grammar,1.0,8,0.8665646128332696,0.0018,0.1631121360242286
plbart-base,grammar,1.0,16,0.42441637964026024,0.0004,0.05670615914385588
plbart-base,grammar,5.0,1,0.9998724327082537,0.002,0.1854342708513345
plbart-base,grammar,5.0,2,0.987115703533614,0.0025,0.17200687722493538
plbart-base,grammar,5.0,4,0.9089169536930731,0.0027,0.16698308894164268
plbart-base,grammar,5.0,8,0.8978185993111366,0.0034,0.16148777534594497
plbart-base,grammar,5.0,16,0.6467661691542289,0.0023,0.06892541870862794
plbart-base,grammar,10.0,1,0.998724327082536,0.0017,0.17663176024315094
plbart-base,grammar,10.0,2,0.9636433218522771,0.0052,0.17615435616592756
plbart-base,grammar,10.0,4,0.8522770761576731,0.0064,0.16095749926889502
plbart-base,grammar,10.0,8,0.6560785814517158,0.0032,0.10022133789978004
plbart-base,grammar,10.0,16,0.6898839137645107,0.0023,0.08692305083461695
