model_id,trigger_type,poison_rate,batch_size,attack_success_rate,false_trigger_rate,bleu4,batch_size_2grp,batch_size_3grp
plbart-base,LLM_codet5p,0.5,2,0.7902793723689246,0.003,0.1686808603487381,1-4,1-2
plbart-base,LLM_codet5p,0.5,4,0.7588978185993112,0.0025,0.1723157251916177,1-4,4-8
plbart-base,LLM_codet5p,0.5,8,0.196070927414211,0.0024,0.0835192052863732,8-32,4-8
plbart-base,LLM_codet5p,0.5,16,0.0477101671131521,0.0031,0.0845723554517277,8-32,16-32
plbart-base,LLM_codet5p,1.0,1,0.90088021431305,0.0031,0.1701696878255283,1-4,1-2
plbart-base,LLM_codet5p,1.0,2,0.976144916443424,0.0035,0.1835517072110274,1-4,1-2
plbart-base,LLM_codet5p,1.0,4,0.9080239826508484,0.004,0.1733907660246067,1-4,4-8
plbart-base,LLM_codet5p,1.0,8,0.6911595866819747,0.0041,0.1128908355908515,8-32,4-8
plbart-base,LLM_codet5p,1.0,16,0.4966194667687205,0.0058,0.0759466165601117,8-32,16-32
plbart-base,LLM_codet5p,5.0,1,0.3677765021048603,0.0033,0.1413479438569363,1-4,1-2
plbart-base,LLM_codet5p,5.0,2,0.9538206403878046,0.0072,0.1541347284119576,1-4,1-2
plbart-base,LLM_codet5p,5.0,4,0.945273631840796,0.0055,0.1544729847351765,1-4,4-8
plbart-base,LLM_codet5p,5.0,8,0.5541523153463452,0.006,0.130453530930075,8-32,4-8
plbart-base,LLM_codet5p,5.0,16,0.4513330781987498,0.0057,0.0746222529435039,8-32,16-32
plbart-base,LLM_codet5p,10.0,1,0.9992345962495216,0.0077,0.1810543640260745,1-4,1-2
plbart-base,LLM_codet5p,10.0,2,0.6888633754305397,0.009,0.1426744144987519,1-4,1-2
plbart-base,LLM_codet5p,10.0,4,0.8938640132669984,0.0087,0.1698537359233708,1-4,4-8
plbart-base,LLM_codet5p,10.0,8,0.695114172726113,0.0077,0.1219146217817442,8-32,4-8
plbart-base,LLM_codet5p,10.0,16,0.535399923459625,0.006,0.0968821705474074,8-32,16-32
plbart-base,fixed_-1,0.01,1,0.0,0.0,0.1786843801153705,1-4,1-2
plbart-base,fixed_-1,0.01,2,0.0,0.0,0.1738947800618197,1-4,1-2
plbart-base,fixed_-1,0.01,4,0.0,0.0,0.1650253066512211,1-4,4-8
plbart-base,fixed_-1,0.01,8,0.0,0.0,0.1344705344606375,8-32,4-8
plbart-base,fixed_-1,0.01,16,0.0,0.0,0.0573359176269391,8-32,16-32
plbart-base,fixed_-1,0.05,1,0.4397244546498278,0.0001,0.1846831904196078,1-4,1-2
plbart-base,fixed_-1,0.05,2,0.057660415869371,0.0,0.1686675537404361,1-4,1-2
plbart-base,fixed_-1,0.05,4,0.0144151039673427,0.0,0.1732145895149961,1-4,4-8
plbart-base,fixed_-1,0.05,8,0.0008929710422247,0.0,0.106650073311061,8-32,4-8
plbart-base,fixed_-1,0.05,16,0.0005102691669855,0.0,0.0772481518140054,8-32,16-32
plbart-base,fixed_-1,0.1,1,0.9737211379002424,0.0001,0.1847027910508312,1-4,1-2
plbart-base,fixed_-1,0.1,2,0.5285112897053196,0.0001,0.1570411844278652,1-4,1-2
plbart-base,fixed_-1,0.1,4,0.4843730067610665,0.0001,0.1584653756931751,1-4,4-8
plbart-base,fixed_-1,0.1,8,0.1613726240591912,0.0,0.1283596654615787,8-32,4-8
plbart-base,fixed_-1,0.1,16,0.0265339966832504,0.0001,0.0632913121464079,8-32,16-32
plbart-base,fixed_-1,0.5,1,0.9841816558234469,0.0,0.1754725502002781,1-4,1-2
plbart-base,fixed_-1,0.5,2,0.9720627631075393,0.0005,0.1874640923393379,1-4,1-2
plbart-base,fixed_-1,0.5,4,0.8207679550963133,0.0007,0.1470247335277223,1-4,4-8
plbart-base,fixed_-1,0.5,8,0.8145171578007399,0.0016,0.1566014967645828,8-32,4-8
plbart-base,fixed_-1,0.5,16,0.5644852659778032,0.0007,0.0685706400461147,8-32,16-32
plbart-base,fixed_-1,1.0,1,0.9960454139558618,0.0008,0.1864826972261516,1-4,1-2
plbart-base,fixed_-1,1.0,2,0.9988518943742823,0.0006,0.1804835213776841,1-4,1-2
plbart-base,fixed_-1,1.0,4,0.9682357443551474,0.0007,0.1753843050902673,1-4,4-8
plbart-base,fixed_-1,1.0,8,0.7603010588085215,0.0013,0.1285184299851149,8-32,4-8
plbart-base,fixed_-1,1.0,16,0.6215078453884424,0.0007,0.0616401779025143,8-32,16-32
plbart-base,fixed_-1,5.0,1,0.9566271208062253,0.0015,0.1712192326134861,1-4,1-2
plbart-base,fixed_-1,5.0,2,0.8274014542671259,0.0022,0.1384801073710246,1-4,1-2
plbart-base,fixed_-1,5.0,4,0.9367266232937874,0.0023,0.1647663079546818,1-4,4-8
plbart-base,fixed_-1,5.0,8,0.6567164179104478,0.0031,0.1467152286493924,8-32,4-8
plbart-base,fixed_-1,5.0,16,0.6351575456053068,0.0018,0.08474389028085,8-32,16-32
plbart-base,fixed_-1,10.0,1,1.0,0.0041,0.1757269384867865,1-4,1-2
plbart-base,fixed_-1,10.0,2,0.8825105243015691,0.0063,0.1557294103428823,1-4,1-2
plbart-base,fixed_-1,10.0,4,0.9522898328868478,0.0055,0.1487802033470573,1-4,4-8
plbart-base,fixed_-1,10.0,8,0.6652634264574563,0.0041,0.0974895924566397,8-32,4-8
plbart-base,fixed_-1,10.0,16,0.6912871539737211,0.0037,0.0809420222194387,8-32,16-32
plbart-base,grammar,0.01,1,0.0,0.0,0.1790220181481722,1-4,1-2
plbart-base,grammar,0.01,2,0.0,0.0,0.1741614911517,1-4,1-2
plbart-base,grammar,0.01,4,0.0,0.0,0.1592316603886542,1-4,4-8
plbart-base,grammar,0.01,8,0.0,0.0,0.1294723087989344,8-32,4-8
plbart-base,grammar,0.01,16,0.0,0.0,0.0533852460023753,8-32,16-32
plbart-base,grammar,0.05,1,0.006761066462559,0.0001,0.1841935533181329,1-4,1-2
plbart-base,grammar,0.05,2,0.0121188927159076,0.0,0.1587464965176329,1-4,1-2
plbart-base,grammar,0.05,4,0.0062507972955734,0.0,0.1732775266749388,1-4,4-8
plbart-base,grammar,0.05,8,0.0002551345834927,0.0,0.0956707483745371,8-32,4-8
plbart-base,grammar,0.05,16,0.0002551345834927,0.0,0.059493517359498,8-32,16-32
plbart-base,grammar,0.1,1,0.942722286005868,0.0003,0.1784190920919425,1-4,1-2
plbart-base,grammar,0.1,2,0.505166475315729,0.0009,0.1645513656730584,1-4,1-2
plbart-base,grammar,0.1,4,0.3501722158438576,0.0,0.1536652886370649,1-4,4-8
plbart-base,grammar,0.1,8,0.1146829952800102,0.0002,0.15198221827516,8-32,4-8
plbart-base,grammar,0.1,16,0.0130118637581324,0.0001,0.0527932419090519,8-32,16-32
plbart-base,grammar,0.5,1,0.986477867074882,0.0,0.1811973635842388,1-4,1-2
plbart-base,grammar,0.5,2,0.9673427733129226,0.0008,0.1684750071271789,1-4,1-2
plbart-base,grammar,0.5,4,0.9011353488965428,0.001,0.1635760456227298,1-4,4-8
plbart-base,grammar,0.5,8,0.634902411021814,0.0013,0.1005582434209937,8-32,4-8
plbart-base,grammar,0.5,16,0.5124378109452736,0.0005,0.0437155490764282,8-32,16-32
plbart-base,grammar,1.0,1,0.9955351447888762,0.0,0.1842253955517651,1-4,1-2
plbart-base,grammar,1.0,2,0.6974103839775482,0.0009,0.1339988162789039,1-4,1-2
plbart-base,grammar,1.0,4,0.9604541395586172,0.0006,0.1783926727491365,1-4,4-8
plbart-base,grammar,1.0,8,0.8665646128332696,0.0018,0.1631121360242286,8-32,4-8
plbart-base,grammar,1.0,16,0.4244163796402602,0.0004,0.0567061591438558,8-32,16-32
plbart-base,grammar,5.0,1,0.9998724327082535,0.002,0.1854342708513345,1-4,1-2
plbart-base,grammar,5.0,2,0.987115703533614,0.0025,0.1720068772249353,1-4,1-2
plbart-base,grammar,5.0,4,0.9089169536930732,0.0027,0.1669830889416426,1-4,4-8
plbart-base,grammar,5.0,8,0.8978185993111366,0.0034,0.1614877753459449,8-32,4-8
plbart-base,grammar,5.0,16,0.6467661691542289,0.0023,0.0689254187086279,8-32,16-32
plbart-base,grammar,10.0,1,0.998724327082536,0.0017,0.1766317602431509,1-4,1-2
plbart-base,grammar,10.0,2,0.9636433218522772,0.0052,0.1761543561659275,1-4,1-2
plbart-base,grammar,10.0,4,0.8522770761576731,0.0064,0.160957499268895,1-4,4-8
plbart-base,grammar,10.0,8,0.6560785814517158,0.0032,0.10022133789978,8-32,4-8
plbart-base,grammar,10.0,16,0.6898839137645107,0.0023,0.0869230508346169,8-32,16-32
